nik_id,jenis_usaha,lama_bln,omzet,pengeluaran,aset,hutang,freq_trx,total_skor,limit_pinjaman,laba_bersih,margin_laba,status_approval,risk_tier,dar_ratio,avg_trx_value,kategori_umur,oer_ratio
3578811554491388,Toko & E-commerce,61.0,45436584.0,52266286,24473144,182383,298,499,0.0,-6829702.0,-15.031284041951745,Ditolak,High Risk (Reject),0.007452373099263421,152471.75838926175,Matang (>5 Tahun),1.1503128404195175
3578211652384077,Bisnis Kuliner,71.0,31609087.0,26997931,40556038,30279442,45,335,0.0,4611156.0,14.588070829125815,Ditolak,High Risk (Reject),0.7466074965212331,702424.1555555556,Matang (>5 Tahun),0.8541192917087419
3578370064409283,Toko & E-commerce,39.0,24172421.0,19500598,150818960,84885728,280,471,0.0,4671823.0,19.327079401769478,Ditolak,High Risk (Reject),0.5628319410238607,86330.075,Stabil (3-5 Tahun),0.8067292059823052
3578830178040304,Bisnis Kuliner,41.0,92038526.0,52693027,41048496,8684743,64,640,14400000.0,39345499.0,42.74894515368488,Disetujui,Bronze (Fair),0.21157274556417366,1438101.96875,Stabil (3-5 Tahun),0.5725105484631512
3578708779044123,Bisnis Kuliner,37.0,40816686.0,37689347,197632554,54211446,145,455,0.0,3127339.0,7.661913071531579,Ditolak,High Risk (Reject),0.2743042322875613,281494.38620689657,Stabil (3-5 Tahun),0.9233808692846842
3578639041627377,Bisnis Kuliner,118.0,9818112.0,5543394,118702755,78756722,32,585,10700000.0,4274718.0,43.53910405585106,Disetujui,Bronze (Fair),0.6634784677070048,306816.0,Matang (>5 Tahun),0.5646089594414894
3578465087448782,Bisnis Kuliner,84.0,38159040.0,23395589,123604316,54552065,228,666,17700000.0,14763451.0,38.68926209883687,Disetujui,Silver (Good),0.44134433784658456,167364.2105263158,Matang (>5 Tahun),0.6131073790116314
3578110999011248,Bisnis Kuliner,12.0,95747083.0,108457508,151455779,4365336,199,415,0.0,-12710425.0,-13.274999719834806,Ditolak,High Risk (Reject),0.02882251194918089,481141.12060301506,Baru (0-1 Tahun),1.1327499971983481
3578708092248272,Bisnis Kuliner,58.0,20105448.0,10641416,102885394,73993652,30,493,0.0,9464032.0,47.07197770474948,Ditolak,High Risk (Reject),0.719185193575679,670181.6,Stabil (3-5 Tahun),0.5292802229525052
3578494702875840,Produk Kreatif,90.0,36491314.0,35281751,99939884,62371781,218,415,0.0,1209563.0,3.314660031151523,Ditolak,High Risk (Reject),0.6240929897417131,167391.3486238532,Matang (>5 Tahun),0.9668533996884848
3578782787430916,Produk Kreatif,33.0,24810617.0,29359500,52527133,37038613,22,106,0.0,-4548883.0,-18.33442110689952,Ditolak,High Risk (Reject),0.7051329643291211,1127755.3181818181,Berkembang (1-3 Tahun),1.1833442110689951
3578908224199827,Toko & E-commerce,103.0,58259205.0,61845909,71616886,15286235,65,470,0.0,-3586704.0,-6.156458880618093,Ditolak,High Risk (Reject),0.21344456389796115,896295.4615384615,Matang (>5 Tahun),1.0615645888061809
3578342539766821,Produk Kreatif,107.0,64780854.0,48246247,66094699,11787252,108,676,19400000.0,16534607.0,25.523910197293787,Disetujui,Silver (Good),0.1783388407593777,599822.7222222222,Matang (>5 Tahun),0.7447608980270621
3578462488651216,Toko & E-commerce,113.0,12317495.0,14495504,79927045,22452858,270,481,0.0,-2178009.0,-17.68223977359033,Ditolak,High Risk (Reject),0.2809169036588304,45620.351851851854,Matang (>5 Tahun),1.1768223977359034
3578844745947806,Toko & E-commerce,45.0,6704481.0,3893555,75119420,10731129,145,698,23100000.0,2810926.0,41.92607899105091,Disetujui,Silver (Good),0.1428542579269116,46237.8,Stabil (3-5 Tahun),0.5807392100894909
3578216128430402,Toko & E-commerce,58.0,49397338.0,49890400,89202113,31141805,271,464,0.0,-493062.0,-0.9981550017938214,Ditolak,High Risk (Reject),0.349115104481886,182278.0,Stabil (3-5 Tahun),1.0099815500179383
3578521403489881,Toko & E-commerce,27.0,37188276.0,19749599,122053299,165141,285,804,41600000.0,17438677.0,46.89294281886044,Disetujui,Gold (Excellent),0.0013530236491190624,130485.17894736842,Berkembang (1-3 Tahun),0.5310705718113956
3578893224011429,Toko & E-commerce,49.0,60887757.0,33426262,183304945,135025481,170,519,6300000.0,27461495.0,45.101833854710726,Disetujui,Bronze (Fair),0.7366166853818373,358163.27647058823,Stabil (3-5 Tahun),0.5489816614528927
3578890809244118,Toko & E-commerce,67.0,44511484.0,43034817,92559056,29796640,161,466,0.0,1476667.0,3.3174966711961345,Ditolak,High Risk (Reject),0.32192030999106125,276468.8447204969,Matang (>5 Tahun),0.9668250332880387
3578239820136955,Produk Kreatif,56.0,92245317.0,106843560,186816150,111810895,99,223,0.0,-14598243.0,-15.825457025639578,Ditolak,High Risk (Reject),0.5985076504360035,931770.8787878788,Stabil (3-5 Tahun),1.1582545702563958
3578725413874351,Toko & E-commerce,54.0,76542887.0,82942455,86570811,19870683,230,445,0.0,-6399568.0,-8.36076120306254,Ditolak,High Risk (Reject),0.2295309789808946,332795.1608695652,Stabil (3-5 Tahun),1.0836076120306255
3578739029968283,Produk Digital,86.0,46251559.0,38180280,123691366,66855404,271,536,7400000.0,8071279.0,17.45082581973075,Disetujui,Bronze (Fair),0.5405017840938066,170669.9594095941,Matang (>5 Tahun),0.8254917418026926
3578973910680258,Produk Kreatif,87.0,14381064.0,10047337,183201907,92764777,181,582,10500000.0,4333727.0,30.134953853205854,Disetujui,Bronze (Fair),0.506352682234907,79453.39226519337,Matang (>5 Tahun),0.6986504614679414
3578540209997973,Produk Kreatif,21.0,91054615.0,89355143,33611809,20931294,122,266,0.0,1699472.0,1.8664314818090217,Ditolak,High Risk (Reject),0.6227363127048592,746349.3032786886,Berkembang (1-3 Tahun),0.9813356851819098
3578981223723215,Produk Digital,62.0,9740197.0,8670568,37576951,13721955,247,519,6300000.0,1069629.0,10.981595136114803,Disetujui,Bronze (Fair),0.3651694625250463,39433.995951417004,Matang (>5 Tahun),0.8901840486388519
3578682687809473,Produk Digital,79.0,45587010.0,53110131,123802399,60678262,268,360,0.0,-7523121.0,-16.50277348744741,Ditolak,High Risk (Reject),0.49012185943181924,170100.78358208956,Matang (>5 Tahun),1.1650277348744742
3578705190332857,Jasa & Freelancer,117.0,24361812.0,24862662,132419448,47678391,136,489,0.0,-500850.0,-2.055881557578722,Ditolak,High Risk (Reject),0.36005580539801074,179130.9705882353,Matang (>5 Tahun),1.0205588155757872
3578803686852877,Toko & E-commerce,101.0,72967676.0,61235781,69222073,15206564,49,578,10200000.0,11731895.0,16.078208383668407,Disetujui,Bronze (Fair),0.2196779631260104,1489136.2448979593,Matang (>5 Tahun),0.839217916163316
3578416597264475,Produk Kreatif,37.0,48076693.0,34797752,149996008,9669062,87,614,12700000.0,13278941.0,27.620329459848662,Disetujui,Bronze (Fair),0.06446212888545674,552605.6666666666,Stabil (3-5 Tahun),0.7237967054015134
3578521900055512,Produk Kreatif,93.0,31716269.0,17284104,114414123,30286003,248,787,38000000.0,14432165.0,45.503980937984856,Disetujui,Silver (Good),0.2647051098752905,127888.18145161291,Matang (>5 Tahun),0.5449601906201514
3578166210246191,Produk Kreatif,109.0,59390708.0,45887267,161787623,122448902,20,422,0.0,13503441.0,22.73662236860352,Ditolak,High Risk (Reject),0.7568496262535485,2969535.4,Matang (>5 Tahun),0.7726337763139648
3578734648396163,Jasa & Freelancer,64.0,3791358.0,4397669,85158223,51331682,224,283,0.0,-606311.0,-15.991921628081549,Ditolak,High Risk (Reject),0.6027800979360501,16925.70535714286,Matang (>5 Tahun),1.1599192162808154
3578922650393259,Produk Digital,105.0,83967191.0,94754283,136058103,23883273,233,499,0.0,-10787092.0,-12.846793934073608,Ditolak,High Risk (Reject),0.17553730702830686,360374.2103004292,Matang (>5 Tahun),1.128467939340736
3578132150587583,Jasa & Freelancer,46.0,92774697.0,90492376,113532929,65774746,249,373,0.0,2282321.0,2.4600683955885083,Ditolak,High Risk (Reject),0.5793450990769383,372589.1445783133,Stabil (3-5 Tahun),0.9753993160441149
3578241388354666,Produk Digital,71.0,6619375.0,7511999,163885007,73996307,23,281,0.0,-892624.0,-13.485019356057029,Ditolak,High Risk (Reject),0.4515135847661769,287798.9130434783,Matang (>5 Tahun),1.1348501935605704
3578804735188129,Jasa & Freelancer,20.0,64968116.0,40748673,74835178,22696244,118,567,9500000.0,24219443.0,37.27896773241816,Disetujui,Bronze (Fair),0.30328308967207906,550577.2542372881,Berkembang (1-3 Tahun),0.6272103226758184
3578458435204313,Toko & E-commerce,100.0,53885459.0,37438519,118162947,23847318,51,661,16800000.0,16446940.0,30.5220374943823,Disetujui,Silver (Good),0.20181722448069953,1056577.6274509805,Matang (>5 Tahun),0.6947796250561771
3578119199821669,Produk Digital,9.0,49970882.0,32828647,23419603,14636934,30,385,0.0,17142235.0,34.30444753806827,Ditolak,High Risk (Reject),0.6249864269688944,1665696.0666666667,Baru (0-1 Tahun),0.6569555246193173
3578133304178029,Produk Kreatif,28.0,5735359.0,5362188,69033920,6970823,68,467,0.0,373171.0,6.506497675210915,Ditolak,High Risk (Reject),0.10097678068984059,84343.51470588235,Berkembang (1-3 Tahun),0.9349350232478908
3578612037258811,Toko & E-commerce,101.0,52512272.0,32423828,168006756,129531158,68,507,5500000.0,20088444.0,38.25476071574278,Disetujui,Bronze (Fair),0.7709877928956619,772239.2941176471,Matang (>5 Tahun),0.6174523928425721
3578217300018982,Produk Digital,6.0,44870192.0,40520373,105745694,33555599,111,390,0.0,4349819.0,9.69422863178299,Ditolak,High Risk (Reject),0.31732354983645955,404235.96396396396,Baru (0-1 Tahun),0.9030577136821701
3578748866464070,Produk Kreatif,16.0,96575660.0,100509826,188679387,90628236,71,257,0.0,-3934166.0,-4.073662038654461,Ditolak,High Risk (Reject),0.4803292900246703,1360220.5633802817,Berkembang (1-3 Tahun),1.0407366203865447
3578961424120992,Bisnis Kuliner,47.0,74503856.0,59592998,104474363,5763369,184,630,13700000.0,14910858.0,20.013538628121477,Disetujui,Bronze (Fair),0.05516539019242453,404912.26086956525,Stabil (3-5 Tahun),0.7998646137187853
3578218069517293,Jasa & Freelancer,49.0,88306788.0,99265882,128410341,72660595,232,296,0.0,-10959094.0,-12.41025095375454,Ditolak,High Risk (Reject),0.5658469125940566,380632.7068965517,Stabil (3-5 Tahun),1.1241025095375454
3578903915386825,Produk Digital,86.0,39249845.0,36547048,149464689,92625235,248,442,0.0,2702797.0,6.8861342000204075,Ditolak,High Risk (Reject),0.6197131618157651,158265.50403225806,Matang (>5 Tahun),0.9311386579997959
3578751679795363,Toko & E-commerce,44.0,35949803.0,38880133,28263394,6306767,240,437,0.0,-2930330.0,-8.15117123173109,Ditolak,High Risk (Reject),0.22314259214586896,149790.84583333333,Stabil (3-5 Tahun),1.0815117123173108
3578925681106315,Jasa & Freelancer,75.0,84917334.0,82177215,95300781,2188106,176,591,11100000.0,2740119.0,3.22680761503888,Disetujui,Bronze (Fair),0.022960000716048697,482484.8522727273,Matang (>5 Tahun),0.9677319238496112
3578633356940935,Produk Kreatif,48.0,37675473.0,27813435,165029140,92572601,151,471,0.0,9862038.0,26.176281847874876,Ditolak,High Risk (Reject),0.5609470000267831,249506.44370860927,Stabil (3-5 Tahun),0.7382371815212513
3578110977038883,Produk Digital,27.0,14490777.0,9693594,114099718,44597276,133,530,7000000.0,4797183.0,33.105077802246214,Disetujui,Bronze (Fair),0.390862280658748,108953.21052631579,Berkembang (1-3 Tahun),0.6689492219775378
3578622657187359,Jasa & Freelancer,60.0,5314351.0,3003338,64484331,20862029,134,660,16700000.0,2311013.0,43.48626953695757,Disetujui,Silver (Good),0.32352090308574344,39659.335820895525,Stabil (3-5 Tahun),0.5651373046304243
3578827164617915,Produk Digital,50.0,66519947.0,59031868,97276672,33113276,291,529,6900000.0,7488079.0,11.256892612978179,Disetujui,Bronze (Fair),0.34040305161755535,228590.88316151203,Stabil (3-5 Tahun),0.8874310738702182
3578487967794459,Jasa & Freelancer,37.0,44154241.0,29847497,37388316,21574085,171,490,0.0,14306744.0,32.4017436966021,Ditolak,High Risk (Reject),0.5770274595945963,258211.9356725146,Stabil (3-5 Tahun),0.675982563033979
3578916557269948,Produk Digital,100.0,95632184.0,60210491,63085309,37276082,151,597,11500000.0,35421693.0,37.0395106735197,Disetujui,Bronze (Fair),0.5908837190604868,633325.7218543047,Matang (>5 Tahun),0.629604893264803
3578747357163267,Produk Digital,79.0,40983442.0,48621011,57108041,13534444,194,410,0.0,-7637569.0,-18.63574318623604,Ditolak,High Risk (Reject),0.23699716822715036,211254.8556701031,Matang (>5 Tahun),1.1863574318623604
3578431483177363,Bisnis Kuliner,93.0,74690398.0,43963371,17218027,13420349,293,597,11500000.0,30727027.0,41.13919301916158,Disetujui,Bronze (Fair),0.7794359365332625,254916.03412969282,Matang (>5 Tahun),0.5886080698083842
3578865758896013,Produk Kreatif,84.0,68884623.0,39389009,8292468,3808327,250,690,21700000.0,29495614.0,42.81886539467597,Disetujui,Silver (Good),0.45925133506695476,275538.492,Matang (>5 Tahun),0.5718113460532404
3578583092399018,Toko & E-commerce,26.0,9895666.0,6696742,133239453,12160727,43,596,11400000.0,3198924.0,32.326515466467846,Disetujui,Bronze (Fair),0.09126971573502332,230131.76744186046,Berkembang (1-3 Tahun),0.6767348453353216
3578638591937347,Bisnis Kuliner,76.0,87482772.0,85778233,45728909,5458114,298,600,11700000.0,1704539.0,1.9484282002403857,Disetujui,Bronze (Fair),0.11935806297062543,293566.3489932886,Matang (>5 Tahun),0.9805157179975962
3578434788945402,Bisnis Kuliner,34.0,18898299.0,16831791,116715862,56613510,125,385,0.0,2066508.0,10.934888901905932,Ditolak,High Risk (Reject),0.48505412229230677,151186.392,Berkembang (1-3 Tahun),0.8906511109809406
3578674562228753,Jasa & Freelancer,60.0,62421007.0,44203261,162981012,129085037,166,428,0.0,18217746.0,29.185280525833235,Ditolak,High Risk (Reject),0.7920250059559085,376030.1626506024,Stabil (3-5 Tahun),0.7081471947416677
3578781047077731,Bisnis Kuliner,81.0,16318904.0,18983995,60777640,30413862,145,312,0.0,-2665091.0,-16.33131122041039,Ditolak,High Risk (Reject),0.5004120265281772,112544.16551724137,Matang (>5 Tahun),1.1633131122041038
3578188735863186,Produk Kreatif,33.0,26328859.0,23337758,47018905,100648,240,604,12000000.0,2991101.0,11.360541677860024,Disetujui,Bronze (Fair),0.0021405857920340763,109703.57916666666,Berkembang (1-3 Tahun),0.8863945832213997
3578755795855462,Jasa & Freelancer,40.0,7380847.0,4886367,194772011,44052501,242,656,16000000.0,2494480.0,33.796663174294224,Disetujui,Silver (Good),0.2261746991974119,30499.367768595042,Stabil (3-5 Tahun),0.6620333682570577
3578851924991536,Produk Kreatif,36.0,86893865.0,79321300,58101691,19761034,288,493,0.0,7572565.0,8.714729169890187,Ditolak,High Risk (Reject),0.3401111681930221,301714.80902777775,Berkembang (1-3 Tahun),0.9128527083010981
3578809635153062,Produk Kreatif,119.0,38652586.0,41692295,24168932,1153110,167,499,0.0,-3039709.0,-7.864180161192837,Ditolak,High Risk (Reject),0.0477104242752638,231452.6107784431,Matang (>5 Tahun),1.0786418016119284
3578922894448206,Produk Digital,120.0,41736657.0,33698486,130815152,72071613,216,572,9800000.0,8038171.0,19.259259312503154,Disetujui,Bronze (Fair),0.5509423938902736,193225.26388888888,Matang (>5 Tahun),0.8074074068749685
3578400401507048,Produk Digital,72.0,69276072.0,55866386,165534244,5278660,231,692,22000000.0,13409686.0,19.356879818474695,Disetujui,Silver (Good),0.03188862843388465,299896.4155844156,Matang (>5 Tahun),0.8064312018152531
3578455342117469,Produk Digital,35.0,6471527.0,3649481,186005589,124394379,20,454,0.0,2822046.0,43.60711158278409,Ditolak,High Risk (Reject),0.6687668885046244,323576.35,Berkembang (1-3 Tahun),0.563928884172159
3578941811753545,Toko & E-commerce,76.0,8399803.0,8686877,52027403,19583149,236,454,0.0,-287074.0,-3.417627770556048,Ditolak,High Risk (Reject),0.37640066331967403,35592.38559322034,Matang (>5 Tahun),1.0341762777055605
3578408877180672,Produk Kreatif,77.0,61503492.0,58080780,136996639,106205848,250,367,0.0,3422712.0,5.565069378499679,Ditolak,High Risk (Reject),0.7752441868300142,246013.968,Matang (>5 Tahun),0.9443493062150032
3578548171080147,Toko & E-commerce,44.0,92943797.0,53277236,48171093,12709602,263,704,24100000.0,39666561.0,42.67800787178944,Disetujui,Silver (Good),0.2638429233897599,353398.4676806084,Stabil (3-5 Tahun),0.5732199212821055
3578827087359039,Jasa & Freelancer,107.0,76832717.0,40390037,28638370,7205807,175,794,39200000.0,36442680.0,47.4312004350959,Disetujui,Silver (Good),0.2516137266192175,439044.09714285715,Matang (>5 Tahun),0.525687995649041
3578545699699578,Produk Digital,108.0,3154493.0,3029456,150651358,55677891,37,465,0.0,125037.0,3.963774844325221,Ditolak,High Risk (Reject),0.36958107606305146,85256.56756756757,Matang (>5 Tahun),0.9603622515567478
3578667741343954,Toko & E-commerce,82.0,69906611.0,65557449,18854431,3070380,291,613,12600000.0,4349162.0,6.221388703852344,Disetujui,Bronze (Fair),0.16284660088655023,240228.90378006874,Matang (>5 Tahun),0.9377861129614765
3578582273412927,Jasa & Freelancer,18.0,6874790.0,8120521,168442743,107710878,91,136,0.0,-1245731.0,-18.120277128465016,Ditolak,High Risk (Reject),0.6394509854306991,75547.14285714286,Berkembang (1-3 Tahun),1.1812027712846502
3578706925050424,Bisnis Kuliner,73.0,57759583.0,32648399,35456987,13089242,70,638,14300000.0,25111184.0,43.47535542283953,Disetujui,Bronze (Fair),0.3691583269610585,825136.9,Matang (>5 Tahun),0.5652464457716047
3578646122147534,Toko & E-commerce,68.0,97678746.0,67534834,134519993,105490001,134,439,0.0,30143912.0,30.86025694883511,Ditolak,High Risk (Reject),0.784195706879051,728945.8656716418,Matang (>5 Tahun),0.6913974305116489
3578707552271685,Produk Kreatif,52.0,28583290.0,32736662,141429875,84438449,79,217,0.0,-4153372.0,-14.530769551020894,Ditolak,High Risk (Reject),0.5970340354186129,361813.7974683544,Stabil (3-5 Tahun),1.1453076955102088
3578176725411465,Toko & E-commerce,101.0,58692629.0,43310035,141294795,30200085,11,619,13000000.0,15382594.0,26.208732275393558,Disetujui,Bronze (Fair),0.21373812814548476,5335693.545454546,Matang (>5 Tahun),0.7379126772460644
3578895783733945,Toko & E-commerce,110.0,81777447.0,74085981,182151497,71350978,86,509,5600000.0,7691466.0,9.405363314900256,Disetujui,Bronze (Fair),0.391712278927908,950900.5465116279,Matang (>5 Tahun),0.9059463668509974
3578690328426008,Jasa & Freelancer,47.0,47619335.0,42207026,150875897,45529524,174,492,0.0,5412309.0,11.365780307515843,Ditolak,High Risk (Reject),0.30176804184965345,273674.3390804598,Stabil (3-5 Tahun),0.8863421969248415
3578309893341015,Produk Kreatif,76.0,54401477.0,36095038,115266601,4024861,252,782,37100000.0,18306439.0,33.650628640101075,Disetujui,Silver (Good),0.03491784233318375,215878.87698412698,Matang (>5 Tahun),0.6634937135989892
